,sent_1,sent_2,score
2937,A Europe for All,A Europe for all,0.9428000000000001
2938,Those who know little about modern factory farming may wonder why such legislation would be necessary.,Perhaps those who do not know the methods of intensive farming will our by the need for such legislation.,0.75
2939,"This is a clear if implicit repudiation of Mubarak, the sole ruler for 24 years.","This is an implicit but clear repudiation of Mubarak, only Head of State for 24 years.",0.9199999999999999
2940,"After all, they recommend the policies that politicians may or may not want to consider.","After all, they have recommended policies that politicians or taking into consideration.",0.9
2941,"He did, but the initiative did not get very far.","He has done, that the initiative not go very far.",0.95
2942,Some results are remarkable.,Some results. ,0.4
2943,"But from the American point of view, the international role of the dollar was a trap.","But from the American view, the international role of the dollar was a trap.",1.0
2944,"But from the American point of view, the international role of the dollar was a trap.",But from the point of view of the international role was a trap. ,0.75
2945,Being a Muslim and being an Islamist are not the same thing.,To be Muslim and Islamiste are two different things.,1.0
2946,"Only a month ago, Mubarak dismissed demands for constitutional reform as ""futile.""","Only a month ago, disrupted Muybarak applications of constitutional reform were a ‘ futile ’.",1.0
2947,"Moreover, the main oil exporters are unwilling to subordinate their investment policies to market requirements.","Moreover, the major oil exporters are not prepared to subject their policies of investment to market rates.",0.95
2948,"The book's success is itself a sign of a kind of ""malaise.""",The success of the book is in itself a sign of 'malaise.,1.0
2949,The answer lies in the support that Indonesian pro-democracy activists can generate domestically and internationally.,The answer lies in the support that the Indonesian democrats activists will generate domestically and internationally.,0.95
2950,"But, like the Union itself, it will be built and it will be done.","But just like the European Union itself, that will be built and that will be done.",0.8
2951,Putin's Russia has already lost 12 leading journalists to murder in the past six years.,"Putin's Russia has already lost 12 prominent journalists, murdered during the past six years.",1.0
2952,A Europe for All,A Europe for all,0.9428000000000001
2953,Will it give us the right to divorce the husbands who abandon us?,Their donnerait-elle divorce law spouses who have abandoned them?,0.65
2954,Yet a process of de-institutionalization of religious experience is also taking place within Islam.,"However, a process of désinstitutionalisation experience of religious also happens within Islam.",0.95
2955,Today there are two plausible ways to proceed against a deposed tyrant.,Today there are two plausible ways to a tyrant deposed.,0.8
2956,"He did, but the initiative did not get very far.",What he has done without the initiative goes too far.,0.6
2957,None of this absolves rich countries of their responsibility to help.,This does not release but rich countries of their obligation to help.,0.9
2958,None of this absolves rich countries of their responsibility to help.,"This does not, however, rich countries emerging from their obligation to help.",0.9
2959,Today there are two plausible ways to proceed against a deposed tyrant.,Today there are two ways to proceed plausible towards a tyrant deposed.,1.0
2960,But they were necessary.,But they were necessary.,1.0
2961,Ahmadinejad is embarking on an adventure; Bernanke is not.,"Ahmadinejad has embarque in an adventure, not Bernanke.",0.95
2962,"But, like the Union itself, it will be built and it will be done.","But just as the European Union itself, and this will happen.",0.75
2963,"Putin, too, also seems to suspect his regime's impotence.","Putin, also, seems to him to suspect the impotence of its mode.",0.8
2964,"Indeed, intolerance goes right to the top of the Turkish government.",It is undeniable that intolerance reached to the heights of Turkish Government.,0.9
2965,Those who know little about modern factory farming may wonder why such legislation would be necessary.,Perhaps those which do not know the methods of intensive breeding will astonish by the need for such a legislation.,0.8
