,Unnamed: 0,sent_1,sent_2,score
2759,2759.0,A defeat on Alstom would have profound consequences in Europe--and not only for competition policy.,Losing on the question of Alstom would have serious repercussions in Europe and not just for policies on competition.,4.667
2760,2760.0,But the returns that make US stock markets so attractive reflect a delicate political balance.,But returns which make American securities markets if attractive reflect a fragile political balance.,4.75
2761,2761.0,"Only a month ago, Mubarak dismissed demands for constitutional reform as ""futile.""","Only a month before, muybarak applications of constitutional reform disrupted were ""futile.""",4.25
2762,2762.0,"Indeed, intolerance goes right to the top of the Turkish government.",It is undeniable that intolerance reached until the meetings the Turkish Government.,5.0
2763,2763.0,None of this absolves rich countries of their responsibility to help.,This does not however absolve the rich countries of their obligation to help.,5.0
2764,2764.0,"Indeed, the French philosopher Marcel Gauchet entitled a recent book Democracy Against Itself.",We can also note that the French philosopher Marcel Gauchet has called one of these recent books democracy against itself.,4.75
2765,2765.0,"After all, they recommend the policies that politicians may or may not want to consider.","After all, they have recommended the policies that the politicians or not consideration.",4.5
2766,2766.0,That is the spirit in which the European Constitution must be written.,This is the spirit in which must be drawn up the European Constitution.,4.75
2767,2767.0,Each side had quite different theories and explanations of what was going on.,Each player had markedly different theories and explanations on the situation.,4.5
2768,2768.0,"The book's success is itself a sign of a kind of ""malaise.""","The success of the book is in itself a sign of Israel "".  ",2.5
2769,2769.0,"Putin, too, also seems to suspect his regime's impotence.","And, also, of his regime.  ",1.75
2770,2770.0,"But if Europe's performance continues to decline, would this perception survive?",But can this image survive a pursuit of decline?,2.75
2771,2771.0,The Political Stock Market,The politicization of securities market,2.25
2772,2772.0,"Western Europeans, who have been spared this legacy, should heed our warnings.","The western Europeans, who have forgotten this history, should heed our warnings.",5.0
2773,2773.0,None of this absolves rich countries of their responsibility to help.,That does not release however the rich countries of their obligation to help.,3.75
2774,2774.0,"They are ignorant, poor, and sick.","They are culture, poor and sick.",4.0
2775,2775.0,Those who know little about modern factory farming may wonder why such legislation would be necessary.,Those who do not know the intensive farming methods will be astonished perhaps the need for such legislation.,4.0
2776,2776.0,Today there are two plausible ways to proceed against a deposed tyrant.,Today there are two ways plausible proceeding against a tyrant deposed.,4.75
2777,2777.0,Yet a process of de-institutionalization of religious experience is also taking place within Islam.,"However, a process of de-institutionalisation of the religious experience is also happening within Islam.",5.0
2778,2778.0,Ahmadinejad is embarking on an adventure; Bernanke is not.,"Ahmadinejad are embarking on an adventure, not Bernanke.",5.0
2779,2779.0,Other ways are needed.,It is necessary to find other means.  ,4.5
2780,2780.0,Foremost among these is that economic development is largely in the hands of poor nations themselves.,At the forefront of these lessons we find that economic development is left largely in the hands of poor nations themselves.,4.25
2781,2781.0,A Europe for All,Europe for all,5.0
2782,2782.0,This has left the Conservative opposition without an effective response.,This leaves the conservative opposition without any effective response.,5.0
2783,2783.0,Today there are two plausible ways to proceed against a deposed tyrant.,Today there are two plausible ways to proceed with regard to a relieved tyrant.,4.75
2784,2784.0,Pro-market economists don't object to corporations that blatantly use snob appeal to promote their products.,Economists pro-marché not contradictory businesses that use openly the attraction of luxury to promote their products.,4.5
2785,2785.0,But America's interest in Iraqi oil was not driven either by economics or energy policy.,But the interest of America for Iraqi oil is not dictated by the economy or the energy policy.,5.0
2786,2786.0,A prominent Chinese businessman who divides his time between Hong-Kong and London was even more specific.,"A businessman Chinese influential, which shares his time between Hong Kong and London, was even more specific.",5.0
2787,2787.0,Some results are remarkable.,Some are noteworthy results.,4.8
2788,2788.0,None of this absolves rich countries of their responsibility to help.,But that does not detract rich countries from their obligation to help.,5.0
2789,2789.0,"He did, but the initiative did not get very far.",What he has done without the initiative goes very far.,3.4
2790,2790.0,Yet a process of de-institutionalization of religious experience is also taking place within Islam.,"However, a process of de-institutionalisation religious experience is also happening within Islam.",5.0
2791,2791.0,"But from the American point of view, the international role of the dollar was a trap.","But the American point of view, the international role of the dollar was a trap.",5.0
2792,2792.0,Being a Muslim and being an Islamist are not the same thing.,To be Muslim and be Islamiste are two different things.,5.0
2793,2793.0,Putin's Russia has already lost 12 leading journalists to murder in the past six years.,"Putin's Russia has already lost 12 prominent journalists, murdered in the last six years.",5.0
2794,2794.0,But US stock prices fell only 5.2% between May 9 and May 24.,"However, the American courses did not show that a fall of 5,2% between the 9 and on May 24.",3.75
2795,2795.0,"Indeed, the French philosopher Marcel Gauchet entitled a recent book Democracy Against Itself.","We can also note the French philosopher Marcel Gauchet entitled, one of these recent books against democracy itself.",5.0
2796,2796.0,"This is a clear if implicit repudiation of Mubarak, the sole ruler for 24 years.","This is an implicit but clear repudiation of Mubarak, only Head of State for 24 years.",4.6
2797,2797.0,Foremost among these is that economic development is largely in the hands of poor nations themselves.,"At the forefront of these lessons, we learn that economic development is largely left in the hands of poor nations themselves.",4.75
2798,2798.0,Some results are remarkable.,Some are noteworthy results.,4.8
2799,2799.0,Will it give us the right to divorce the husbands who abandon us?,They would give the right to divorce the husbands who would have abandoned them?,4.0
2800,2800.0,But US stock prices fell only 5.2% between May 9 and May 24.,"Yet, the Americans have accused a lowering of 5.2% between 9 and 24 May.",3.75
2801,2801.0,A Europe for All,A Europe for all,4.7139999999999995
2802,2802.0,Putin's Russia has already lost 12 leading journalists to murder in the past six years.,"The Russia of Putin has already lost 12 prominent journalists, murdered during the last six years.",5.0
2803,2803.0,The answer lies in the support that Indonesian pro-democracy activists can generate domestically and internationally.,The answer lies in the support that the Indonesian democrats will generate activists domestically and internationally.,4.6
2804,2804.0,But US stock prices fell only 5.2% between May 9 and May 24.,But the US prices did not show that a decline in 5.2% between 9 and 24 May.,3.2
2805,2805.0,That is the spirit in which the European Constitution must be written.,That is the spirit in which the European Constitution should be developed.,4.5
2806,2806.0,But US stock prices fell only 5.2% between May 9 and May 24.,Yet the US courts have indicted that a reduction of 5.2% between 9 and 24 May.,4.0
2807,2807.0,Will it give us the right to divorce the husbands who abandon us?,Their donnerait-elle the right to divorce spouses who would have abandoned?,3.0
2808,2808.0,Other ways are needed.,Other means should be found.,4.6
2809,2809.0,Yet a process of de-institutionalization of religious experience is also taking place within Islam.,"However, a process of the United States and also within Islam.  ",2.25
